website,link,time,header,extra1,extra2
YouTube,https://www.youtube.com/watch?v=dXq1JDKudgM,"Apr 28, 2018, 11:08:01 AM EDT",Watched Troye Sivan - for him. (Live on the Honda Stage at the iHeartRadio Theater LA)TroyeSivanVEVO,,
YouTube,https://www.youtube.com/watch?v=VtE8INjlo0Y,"Apr 28, 2018, 11:04:27 AM EDT",Watched Izuku Vs Muscular - Boku no Hero Academia Season 3 Episode 4Anime Regent,,
YouTube,https://www.youtube.com/watch?v=QFab8kdFQuM,"Apr 28, 2018, 11:04:19 AM EDT",Watched https://www.youtube.com/watch?v=QFab8kdFQu,,
YouTube,https://www.youtube.com/watch?v=J2-gL2w0ORU,"Apr 28, 2018, 11:01:57 AM EDT",Watched https://www.youtube.com/watch?v=J2-gL2w0ORU,,
YouTube,https://www.youtube.com/watch?v=9u_m1jD0-6Y,"Apr 28, 2018, 11:01:34 AM EDT",Watched Top 10 Character Introductions in Anime [60FPS]ViniiTube,,
YouTube,https://www.youtube.com/watch?v=_HkfsVPKe_s,"Apr 28, 2018, 1:53:46 AM EDT",Watched 【書齋夜話】之79：从内涵段子的被封谈起。。。（2018-4-15）書齋夜話,,
YouTube,https://www.youtube.com/watch?v=lpKNLrDTCAw,"Apr 28, 2018, 1:18:32 AM EDT",Watched 【書齋夜話】之80：中兴脱了习近平的底裤（2018-4-22）書齋夜話,,
YouTube,https://www.youtube.com/watch?v=c7jr3H7Ts9c,"Apr 28, 2018, 12:58:35 AM EDT","Watched 习近平""连让三城""，川普贸易谈判“得寸进尺”？（20180425第360期）-Wen Zhao Official文昭談古論今",,
YouTube,https://www.youtube.com/watch?v=qmftpdVN020,"Apr 28, 2018, 12:39:32 AM EDT",Watched 《板门店宣言》来啦！一个”突破“与金正恩挖的坑（20180427第361期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=d9sI4pvlLGQ,"Apr 27, 2018, 9:52:00 PM EDT",Watched https://www.youtube.com/watch?v=d9sI4pvlLGQ,,
YouTube,https://www.youtube.com/watch?v=Pg-46zbnwDc,"Apr 27, 2018, 9:49:02 PM EDT",Watched Escanor Vs Galand & Merascylla / Episode 14 - Nanatsu no Taizai: Imashime no Fukkatsu AMVSlayer AMV 夢,,
YouTube,https://www.youtube.com/watch?v=MqB_fxB8eLA,"Apr 27, 2018, 9:47:58 PM EDT",Watched Nanatsu no Taizai: Imashime no Fukkatsu「AMV」- PrismDakeAMV,,
YouTube,https://www.youtube.com/watch?v=mOdfJij0qJE,"Apr 27, 2018, 9:45:24 PM EDT",Watched https://www.youtube.com/watch?v=mOdfJij0qJ,,
YouTube,https://www.youtube.com/watch?v=rfQ6BJyvWq4,"Apr 27, 2018, 9:44:06 PM EDT",Watched https://www.youtube.com/watch?v=rfQ6BJyvWq,,
YouTube,https://www.youtube.com/watch?v=eFOM6P23xaw,"Apr 27, 2018, 9:43:10 PM EDT",Watched 幻影旅團唯一一次全員集體行動 團長簡直帥呆了琪漫阁,,
YouTube,https://www.youtube.com/watch?v=G72qRWSt0e0,"Apr 27, 2018, 9:42:37 PM EDT",Watched The Amazing World of Gumball | Puppets Shorts Compilation | Cartoon NetworkCartoon Network UK,,
YouTube,https://www.youtube.com/watch?v=Fr4W5mW5W_4,"Apr 27, 2018, 9:39:49 PM EDT",Watched The Amazing World of Gumball | Mr. Small Embraces Nature | Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=j-0-fz9aX0Y,"Apr 27, 2018, 9:39:43 PM EDT",Watched 小滴【獵人】幻影旅團 呆萌女孩 Shizuku有福星球,,
YouTube,https://www.youtube.com/watch?v=-3UZVQlfqMY,"Apr 27, 2018, 9:36:32 PM EDT",Watched 俠客【獵人】幻影旅團 攜帶他人的命運 Shalnark有福星球,,
YouTube,https://www.youtube.com/watch?v=MKK9JUWDU1Q,"Apr 27, 2018, 10:36:28 AM EDT",Watched Fly Me To The Moon - Frank Sinatra [Cover] by Julien MuellerJulien Muelle,,
YouTube,https://www.youtube.com/watch?v=9sHS4O1uVN0,"Apr 27, 2018, 10:33:43 AM EDT",Watched Close To You - The Carpenters [Cover] by Julien MuellerJulien Muelle,,
YouTube,https://www.youtube.com/watch?v=L9Xdgp6Vpwg,"Apr 27, 2018, 12:40:33 AM EDT",Watched 狮子合唱团《我们的爱》 -单曲纯享《歌手2018》EP14 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=WMEgRputER8,"Apr 27, 2018, 12:39:33 AM EDT",Watched 华晨宇《微光》 -单曲纯享《歌手2018》EP14 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=mAZSVzD9jHU,"Apr 27, 2018, 12:39:07 AM EDT",Watched The Amazing World of Gumball - Banana Joe's Lightsaberfirst last,,
YouTube,https://www.youtube.com/watch?v=eKfixH6OXU0,"Apr 27, 2018, 12:37:31 AM EDT",Watched 獵人-奇犽第二次獵人考試  【一個人打趴1488人】直接通過 超過癮哈哈鯨魚島姐姐,,
YouTube,https://www.youtube.com/watch?v=UPn4SNrc_GA,"Apr 27, 2018, 12:35:33 AM EDT",Watched 【新版獵人】裝逼必須死 奇犽小傑在天空鬥技場 解決小嘍囉片段!!!Bobo Clixin,,
YouTube,https://www.youtube.com/watch?v=ptPcEkDZ_DE,"Apr 26, 2018, 4:10:40 PM EDT",Watched 汪峰《下坠》-单曲纯享《歌手2018》第3期 Singer2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=rIOG68IlWSo,"Apr 26, 2018, 4:05:23 PM EDT",Watched 李泉《我要我们在一起》- 个人精华《歌手2018》第3期 Singer2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=svGq1L5R88w,"Apr 26, 2018, 4:05:18 PM EDT",Watched 李泉《Sunny II》-单曲纯享《歌手2018》EP12 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=ik8LF55v8Y4,"Apr 26, 2018, 4:04:19 PM EDT",Watched 汪峰《空空如也》 -单曲纯享《歌手2018》第11期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=6sAbH_ojIwQ,"Apr 26, 2018, 3:58:41 PM EDT",Watched 华晨宇《山海》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=PTPa8LWWNJk,"Apr 26, 2018, 3:48:18 PM EDT",Watched 华晨宇《呐喊》-单曲纯享《歌手2018》EP13 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=8GmYYyzT_Rs,"Apr 26, 2018, 3:43:01 PM EDT",Watched 梁博《男孩》返场为爱开唱-《歌手2017》第10期 单曲The Singer【我是歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=rFsPvVLofPw,"Apr 26, 2018, 3:42:46 PM EDT",Watched 《我想和你唱》第三季4月27日看点：蔡依林我想和你唱 准备好接电话了吗？ Come Sing with Me 3【歌手官方音乐频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=yBG62sN46Ic,"Apr 26, 2018, 3:39:17 PM EDT",Watched 「我非常緊」要價一次10萬！已更新更精彩玩完整版！雷敏敏,,
YouTube,https://www.youtube.com/watch?v=_3AnaPkNnTI,"Apr 26, 2018, 3:39:00 PM EDT",Watched 【牛叔】打败三体荣获星云奖的《湮灭》到底讲的是什么？牛叔说电影,,
YouTube,https://www.youtube.com/watch?v=SZXVxldaXHk,"Apr 26, 2018, 3:36:25 PM EDT",Watched 【獵人】幻影旅團入團規則之謎阿後G,,
YouTube,https://www.youtube.com/watch?v=K7v5xUnKutU,"Apr 26, 2018, 1:04:20 AM EDT",Watched 西索陷害伊爾彌 為了救奇犽Virocy,,
YouTube,https://www.youtube.com/watch?v=XB_AW5WTroM,"Apr 26, 2018, 1:02:03 AM EDT",Watched https://www.youtube.com/watch?v=XB_AW5WTro,,
YouTube,https://www.youtube.com/watch?v=2OMpNhoxTPw,"Apr 26, 2018, 1:01:46 AM EDT",Watched https://www.youtube.com/watch?v=2OMpNhoxTPw,,
YouTube,,"Apr 26, 2018, 1:00:18 AM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=o3ZA0CEip4k,"Apr 26, 2018, 12:57:11 AM EDT",Watched NO MERCY (OVERWATCH ANIMATION)dopatwo,,
YouTube,https://www.youtube.com/watch?v=SFwoJRoKh68,"Apr 26, 2018, 12:56:09 AM EDT",Watched https://www.youtube.com/watch?v=SFwoJRoKh,,
YouTube,https://www.youtube.com/watch?v=5HPjg30WOtU,"Apr 26, 2018, 12:54:17 AM EDT",Watched https://www.youtube.com/watch?v=5HPjg30WOtU,,
YouTube,https://www.youtube.com/watch?v=0SEowwC9XAQ,"Apr 25, 2018, 2:22:38 PM EDT",Watched https://www.youtube.com/watch?v=0SEowwC9XAQ,,
YouTube,https://www.youtube.com/watch?v=3GhLDJ-XR2E,"Apr 25, 2018, 2:22:17 PM EDT",Watched 暗黑大陸【獵人】十二支/比洋德/卡丁帝國 複雜劇情總整理 第二集有福星球,,
YouTube,https://www.youtube.com/watch?v=Yp2JpX8oKAU,"Apr 25, 2018, 2:22:14 PM EDT",Watched 獵人【HUNTER×HUNTER】黑暗大陸篇-五大災難(上篇)阿後G,,
YouTube,https://www.youtube.com/watch?v=RgK1UJEdXqY,"Apr 25, 2018, 2:21:18 PM EDT",Watched 暗黑大陸【獵人】快速了解暗黑大陸是什麼地方 災厄與希望 第一集有福星球,,
YouTube,https://www.youtube.com/watch?v=65aGl7wEAyQ,"Apr 25, 2018, 2:16:36 PM EDT",Watched 瑪奇【獵人】幻影旅團 冷豔女殺手 Machi有福星球,,
YouTube,https://www.youtube.com/watch?v=0fEoYGuBKpg,"Apr 25, 2018, 2:13:40 PM EDT",Watched 秀托【獵人】操作系UMA獵人 嵌合蟻討伐隊 Shoot McMahon有福星球,,
YouTube,https://www.youtube.com/watch?v=u3qZSNLCaUU,"Apr 25, 2018, 2:08:53 PM EDT",Watched 諾布【獵人】在下諾布 有何貴幹 Knov有福星球,,
YouTube,https://www.youtube.com/watch?v=VNGeMs5bbKE,"Apr 25, 2018, 2:06:17 PM EDT",Watched 富蘭克林【獵人】探討「制約與誓約」以及放出系能力 幻影旅團 Franklin有福星球,,
YouTube,https://www.youtube.com/watch?v=mKisC7ZmWLw,"Apr 25, 2018, 2:03:31 PM EDT",Watched 庫嗶【獵人】幻影旅團 神的左手惡魔的右手 Colhtophy有福星球,,
YouTube,https://www.youtube.com/watch?v=J1fLz6HaUEc,"Apr 25, 2018, 1:59:16 PM EDT",Watched 飛坦【獵人】幻影旅團 罪無可赦之人 Feitan有福星球,,
YouTube,https://www.youtube.com/watch?v=y19TECFD_l4,"Apr 25, 2018, 1:56:16 PM EDT",Watched 芬克斯【獵人】幻影旅團 一擊斃殺 Phinks有福星球,,
YouTube,https://www.youtube.com/watch?v=K9TmARhZ7Us,"Apr 25, 2018, 1:51:17 PM EDT",Watched Gumball NEW | The Singing | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=EhwqBGbbpbU,"Apr 25, 2018, 1:51:01 PM EDT",Watched https://www.youtube.com/watch?v=EhwqBGbbpbU,,
YouTube,,"Apr 25, 2018, 1:49:52 PM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=jgIh-wypkz0,"Apr 25, 2018, 1:46:43 PM EDT",Watched 不死鳥.馬爾科 vs 卡普和原海軍三大將 !!Nima AMV,,
YouTube,https://www.youtube.com/watch?v=6sAbH_ojIwQ,"Apr 25, 2018, 12:55:39 PM EDT",Watched 华晨宇《山海》 - 单曲纯享《歌手2018》第9期 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=_ZjwjxVJc4k,"Apr 25, 2018, 12:47:29 PM EDT",Watched 赵雷《三十岁的女人》道尽无奈与温柔 -《歌手2017》第6期 单曲The Singer【我是歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=Z82kpOCHEPs,"Apr 25, 2018, 12:45:02 PM EDT",Watched 音乐圈的清流！赵雷质朴演绎《成都》掀起清新民谣风 -《歌手2017》第3期 单曲The Singer【我是歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=in26D2ZNQ6g,"Apr 25, 2018, 12:29:53 PM EDT",Watched 岳昕挑战北京大学引爆网络，该争与不该争的“民主”（20180424第359期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=Wxmq2-BpSFM,"Apr 24, 2018, 12:20:54 AM EDT",Watched Shichika's Diamond EyesPanteraIchigo,,
YouTube,https://www.youtube.com/watch?v=JcO2BZ-Jn7A,"Apr 24, 2018, 12:20:49 AM EDT",Watched 月下の恋 (Love under the moon) - Satoshi GogoGogo Satoshi,,
YouTube,https://www.youtube.com/watch?v=LgKXNULdbWY,"Apr 24, 2018, 12:20:40 AM EDT",Watched The Amazing World of Gumball - The Flakers (Preview) Clip 2Cartoon Network Australia,,
YouTube,https://www.youtube.com/watch?v=VJEP8PwkR2o,"Apr 24, 2018, 12:20:23 AM EDT",Watched Luffy and zoro laugh at pica's high voiceRoujimoki Anime,,
YouTube,https://www.youtube.com/watch?v=CARVhua2XGo,"Apr 24, 2018, 12:18:47 AM EDT",Watched One Piece - Luffy's epic punchIlias K,,
YouTube,https://www.youtube.com/watch?v=OF0MZ6FH67g,"Apr 24, 2018, 12:16:06 AM EDT","Watched (One Piece) Luffy meets other contestants at the ColosseumThings I'd like to say out loud, but can't",,
YouTube,https://www.youtube.com/watch?v=K-nD8wOij9w,"Apr 24, 2018, 12:13:25 AM EDT",Watched https://www.youtube.com/watch?v=K-nD8wOij9w,,
YouTube,https://www.youtube.com/watch?v=nNf5v2BLpWA,"Apr 24, 2018, 12:12:45 AM EDT",Watched 海賊王 - 哈庫巴(卡文迪許) 與 德林杰酷派星星,,
YouTube,https://www.youtube.com/watch?v=fDigDx7tNTI,"Apr 24, 2018, 12:12:34 AM EDT",Watched 海賊王666 白馬卡文迪許的第二個人格 ! !瞬少,,
YouTube,https://www.youtube.com/watch?v=Ovlva5H4Xw4,"Apr 24, 2018, 12:12:01 AM EDT",Watched 海賊王 巴洛托米奧防止卡文迪許睡覺後镰鼬跑出來!k7963219,,
YouTube,,"Apr 24, 2018, 12:10:12 AM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=NjstY1--fSc,"Apr 24, 2018, 12:09:29 AM EDT",Watched https://www.youtube.com/watch?v=NjstY1--fSc,,
YouTube,https://www.youtube.com/watch?v=yc20_uHLC0A,"Apr 24, 2018, 12:08:07 AM EDT",Watched 马云一怒造芯片？国造芯片升级vs国人认知升级（20180420第357期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=3G7KBobkGxk,"Apr 23, 2018, 11:48:50 PM EDT",Watched 美、中、朝一个周末全改口，重大危机全转向？（20180423第358期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=20bpjtCbCz0,"Apr 22, 2018, 11:34:15 AM EDT",Watched Deadpool 2: The Final Trailer20th Century Fox,,
YouTube,https://www.youtube.com/watch?v=B72Ry9MO1fM,"Apr 22, 2018, 11:34:11 AM EDT",Watched Gumball's Worst Idea | The Amazing World of Gumball | Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=V8vkZdsr2Fg,"Apr 22, 2018, 11:31:39 AM EDT",Watched Army of Antons I The Amazing World of Gumball I Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=eR_e2ro_EAU,"Apr 22, 2018, 11:28:36 AM EDT",Watched The Amazing World of Gumball-The Cycle Episode (Clip) Harold is Rich [720pHD]uberdude,,
YouTube,https://www.youtube.com/watch?v=SUh4algy7W8,"Apr 22, 2018, 11:26:09 AM EDT",Watched The Amazing World of Gumball-The Cycle Episode (Clip) Richerds The Prom King [720pHD]uberdude,,
YouTube,https://www.youtube.com/watch?v=2OnFfBmeTp8,"Apr 22, 2018, 11:25:51 AM EDT",Watched The Ship is REAL! (Clip) | Amazing World of Gumball - The Shippening (Season 6)KittenWispy,,
YouTube,https://www.youtube.com/watch?v=Oe75upSIfCE,"Apr 22, 2018, 11:23:08 AM EDT",Watched The Amazing World of Gumball-The Neighbor Epi (Clip) Fastest Marriage proposal [720pHD]uberdude,,
YouTube,https://www.youtube.com/watch?v=lLr6QOgqevc,"Apr 22, 2018, 11:20:20 AM EDT",Watched The Amazing World of Gumball | Miss Simian's Terrible Morning Breath | Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=5INl4Lt9DWw,"Apr 22, 2018, 11:20:11 AM EDT",Watched Bleach:Aporro vs Everyone AMVCGDS Amv,,
YouTube,https://www.youtube.com/watch?v=vDn7GtfDKvg,"Apr 22, 2018, 11:19:39 AM EDT",Watched Magi:Morgiana and Alibaba vs Bodyguards AMVCGDS Amv,,
YouTube,https://www.youtube.com/watch?v=jmoV9sYBiDY,"Apr 22, 2018, 11:18:14 AM EDT",Watched AMAZING BASS PLAYER - JOANNA DUDKOWSKABassTheWorld.com,,
YouTube,https://www.youtube.com/watch?v=gf7NXDOREjA,"Apr 22, 2018, 11:17:50 AM EDT",Watched My new look.Boyinaband,,
YouTube,https://www.youtube.com/watch?v=XXsxxReAPqY,"Apr 22, 2018, 11:17:10 AM EDT",Watched https://www.youtube.com/watch?v=XXsxxReAPqY,,
YouTube,https://www.youtube.com/watch?v=4cMSi1vCvsM,"Apr 22, 2018, 11:17:01 AM EDT",Watched Gumball | Mr Robinson's Incredible Solo Performance! | The Debt | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=qjrdwZTQPjE,"Apr 22, 2018, 11:13:52 AM EDT",Watched Gumball | Golf With Penny's Dad | The Apprentice | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=sVtHm5iswF4,"Apr 22, 2018, 11:13:15 AM EDT",Watched Gumball | Banana Joe's Best Moments! | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=4mcmnONyEUQ,"Apr 22, 2018, 11:13:05 AM EDT",Watched https://www.youtube.com/watch?v=4mcmnONyEUQ,,
YouTube,https://www.youtube.com/watch?v=oaqIEepd7qs,"Apr 22, 2018, 11:11:38 AM EDT",Watched Top Cartoons for Children & Comedy Cartoon for Kids Memorable Moments Part 70 - Cartoon CityCartoon City,,
YouTube,https://www.youtube.com/watch?v=BmHceWwEH2g,"Apr 22, 2018, 11:10:01 AM EDT",Watched Top Cartoons for Children & Comedy Cartoon for Kids Memorable Moments Part 69 - Cartoon CityCartoon City,,
YouTube,https://www.youtube.com/watch?v=BFt84ID7E0Q,"Apr 22, 2018, 11:09:49 AM EDT",Watched Top Cartoons for Children & Comedy Cartoon for Kids Memorable Moments Part 52 - Cartoon CityCartoon City,,
YouTube,https://www.youtube.com/watch?v=xqtRKAyVAXE,"Apr 22, 2018, 11:09:44 AM EDT",Watched Top Cartoons for Children & Comedy Cartoon for Kids Memorable Moments Part 50 - Cartoon CityCartoon City,,
YouTube,https://www.youtube.com/watch?v=o8tANQVCZ9A,"Apr 22, 2018, 11:04:46 AM EDT",Watched Gumball | Gumball's Unlucky Day | The Curse | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=7ZsVQhPT5Eg,"Apr 22, 2018, 11:04:26 AM EDT",Watched Gumball | Blocking Everyone | The Voice | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=bNYsmFkhMWY,"Apr 22, 2018, 11:03:56 AM EDT",Watched Gumball | Ms Simian Makes Friends With Gumball | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=qVsZAwBg5ow,"Apr 22, 2018, 11:03:47 AM EDT",Watched Gumball | No One Comes To Anais' Party | The Friend | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=jjq_LkeTuyE,"Apr 22, 2018, 11:03:23 AM EDT",Watched Gumball | Uploading An Embarrassing Video | The Internet | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=MeIXz5fG_i0,"Apr 21, 2018, 10:57:10 PM EDT",Watched Gumball | Penny For Your Thoughts ❤️️ | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=gu-XGE1F4HM,"Apr 21, 2018, 10:57:02 PM EDT",Watched 🎄 Gumball | Sluzzle Dude Arrives! 🎅 | The Lie | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=DmcXII82AZo,"Apr 21, 2018, 10:55:44 PM EDT",Watched Gumball | Best Family Moments | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=svGq1L5R88w,"Apr 21, 2018, 10:47:30 PM EDT",Watched 李泉《Sunny II》-单曲纯享《歌手2018》EP12 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=YNh8u7Z8YPA,"Apr 21, 2018, 10:40:33 PM EDT",Watched 华晨宇《齐天》-  个人精华《歌手2018》第4期 Singer2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=PTPa8LWWNJk,"Apr 21, 2018, 10:34:42 PM EDT",Watched 华晨宇《呐喊》-单曲纯享《歌手2018》EP13 Singer 2018【歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=8GmYYyzT_Rs,"Apr 21, 2018, 10:29:25 PM EDT",Watched 梁博《男孩》返场为爱开唱-《歌手2017》第10期 单曲The Singer【我是歌手官方频道】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=4IS8kLIJ9Pc,"Apr 21, 2018, 10:29:22 PM EDT",Watched The Amazing World of Gumball-The Shippening Epi (Clip) FanFiction Gone Wild [720pHD]uberdude,,
YouTube,https://www.youtube.com/watch?v=o6dbL3HRkhw,"Apr 21, 2018, 10:29:16 PM EDT",Watched 苏运莹《我》 — 我是歌手4第4期单曲纯享 I Am A Singer 4【湖南卫视官方版】歌手官方音乐频道 SINGER,,
YouTube,https://www.youtube.com/watch?v=dO32ZzcmUok,"Apr 21, 2018, 12:42:16 AM EDT",Watched https://www.youtube.com/watch?v=dO32ZzcmUok,,
YouTube,https://www.youtube.com/watch?v=2OnFfBmeTp8,"Apr 21, 2018, 12:39:41 AM EDT",Watched The Ship is REAL! (Clip) | Amazing World of Gumball - The Shippening (Season 6)KittenWispy,,
YouTube,https://www.youtube.com/watch?v=c-tKBwAK5a0,"Apr 21, 2018, 12:37:03 AM EDT",Watched The Amazing World of Gumball | Sarah's Love Stories | Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=ieQhy9Fs6YQ,"Apr 21, 2018, 12:23:17 AM EDT",Watched 中兴通讯遭美国一剑封喉，贸易战大招的最后推手原来是它！（20180418第356期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=yc20_uHLC0A,"Apr 21, 2018, 12:03:41 AM EDT",Watched 马云一怒造芯片？国造芯片升级vs国人认知升级（20180420第357期）-Wen Zhao Official文昭談古論今,,
YouTube,https://www.youtube.com/watch?v=vmHCtFlsVpk,"Apr 20, 2018, 6:26:24 AM EDT",Watched 直播：美國又有大學停辦孔子學院；老布什夫人就像一位街坊（《華盛頓看天下》2018年4月19日）明鏡火拍,,
YouTube,https://www.youtube.com/watch?v=6I0AFYnsC-w,"Apr 20, 2018, 2:09:39 AM EDT",Watched 江澤民留下的野心，超級權力機構有何超級，國安委的神秘與操盤：習主席講話誰執行？軍隊、政法委、外事委和國安委關係未理順！（《點點今天事》）明鏡火拍,,
YouTube,https://www.youtube.com/watch?v=uJrT8NNFEzg,"Apr 20, 2018, 2:09:23 AM EDT",Watched 敘利亞戰爭打出什麼樣的天，川普決意有因，俄國真敢反擊？中國想有個角色（《點點今天事》）明鏡火拍,,
YouTube,https://www.youtube.com/watch?v=Am8Ejt8KS08,"Apr 20, 2018, 1:25:54 AM EDT",Watched 圆桌派S2 第21集 面子：多少钱一斤？下载优酷APP尽享大剧热综优酷,,
YouTube,,"Apr 20, 2018, 1:24:24 AM EDT",Watched a video that has been removed,,
YouTube,https://www.youtube.com/watch?v=UWza9ExvAgY,"Apr 20, 2018, 1:24:10 AM EDT",Watched The Amazing World of Gumball | Every Sad Movie Ever | Cartoon NetworkCartoon Network UK,,
YouTube,https://www.youtube.com/watch?v=j0vE2yV58oY,"Apr 20, 2018, 1:23:40 AM EDT",Watched Darwin Tries on Hats I The Amazing World of Gumball I Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=gu-XGE1F4HM,"Apr 20, 2018, 1:23:37 AM EDT",Watched 🎄 Gumball | Sluzzle Dude Arrives! 🎅 | The Lie | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=lyoWv12Vt3o,"Apr 20, 2018, 1:18:48 AM EDT",Watched https://www.youtube.com/watch?v=lyoWv12Vt3o,,
YouTube,https://www.youtube.com/watch?v=24EUFRswJRk,"Apr 20, 2018, 1:17:44 AM EDT",Watched Gumball | Banana Joe The Weekday Friend | The Promise | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=5gvAQrem9GU,"Apr 20, 2018, 1:17:40 AM EDT",Watched Gumball | The Third (clip) | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=vCYKss75j1o,"Apr 20, 2018, 1:13:23 AM EDT",Watched Gumball | The Banana (clip) | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=HjXAK4DqlTc,"Apr 20, 2018, 1:10:23 AM EDT",Watched Gumball | Banana Joe's Funniest Moment Yet? | The Skull | Cartoon NetworkThe Amazing World of Gumball,,
YouTube,https://www.youtube.com/watch?v=_8G4oaOxyxk,"Apr 19, 2018, 11:58:40 AM EDT",Watched Troye Sivan - WILD (Official Video) ft. Alessia CaraTroyeSivanVEVO,,
YouTube,https://www.youtube.com/watch?v=5xCMF7jsDJI,"Apr 19, 2018, 11:58:10 AM EDT",Watched Troye Sivan - Blue Neighbourhood Trilogy (Director’s Cut)TroyeSivanVEVO,,
YouTube,https://www.youtube.com/watch?v=6YD2hntoeSo,"Apr 19, 2018, 11:55:05 AM EDT",Watched Troye Sivan - HEAVEN (Live on the Honda Stage at the iHeartRadio Theater LA)TroyeSivanVEVO,,
YouTube,https://www.youtube.com/watch?v=PG-k3Y6Tkfc,"Apr 19, 2018, 11:52:10 AM EDT",Watched The Amazing World of Gumball | Gary Hedges | Cartoon NetworkCartoon Network,,
YouTube,https://www.youtube.com/watch?v=XVxyHw8Vnzk,"Apr 19, 2018, 11:51:54 AM EDT",Watched https://www.youtube.com/watch?v=XVxyHw8Vnzk,,
YouTube,https://www.youtube.com/watch?v=ZY2qVuyexmA,"Apr 19, 2018, 11:51:48 AM EDT",Watched https://www.youtube.com/watch?v=ZY2qVuyexm,,
YouTube,https://www.youtube.com/watch?v=ctD4weXTwUw,"Apr 19, 2018, 11:47:22 AM EDT",Watched https://www.youtube.com/watch?v=ctD4weXTwUw,,
